Id,SalePrice
1699,317953.47
1700,243922.7
1701,263196.53
1702,258101.45
1703,244461.44
1704,289762.47
1705,232167.34
1706,499032.72
1707,224507.42
1708,201943.53
1709,300261.12
1710,223027.95
1711,255871.94
1712,266655.7
1713,277486.47
1714,223077.52
1715,207166.1
1716,186754.69
1717,174293.14
1718,140591.47
1719,197084.62
1720,246264.45
1721,171406.36
1722,131359.45
1723,155612.62
1724,221561.23
1725,238048.7
1726,183719.8
1727,155551.06
1728,174104.03
1729,161370.47
1730,156197.77
1731,121970.41
1732,131225.22
1733,119305.48
1734,108783.99
1735,135155.61
1736,112055.84
1737,341237.25
1738,215425.8
1739,321689.44
1740,240050.83
1741,194906.53
1742,170967.95
1743,173198.19
1744,311602.72
1745,215801.66
1746,216395.52
1747,212006.39
1748,223348.17
1749,153731.03
1750,130119.77
1751,238978.12
1752,120364.4
1753,154123.27
1754,197031.14
1755,165190.33
1756,131926.81
1757,122418.91
1758,132620.03
1759,156614.05
1760,170790.06
1761,146874.62
1762,193886.64
1763,171633.33
1764,117799.67
1765,171379.17
1766,171294.4
1767,206118.5
1768,142443.11
1769,185136.42
1770,148195.03
1771,131934.75
1772,136897.55
1773,130549.71
1774,139556.77
1775,141563.62
1776,126008.96
1777,115335.86
1778,136947.33
1779,112823.49
1780,175443.7
1781,129541.73
1782,97198.61
1783,140851.9
1784,107419.37
1785,124283.17
1786,162198.05
1787,165615.27
1788,58568.074
1789,102001.2
1790,67956.445
1791,196325.05
1792,156883.08
1793,123848.21
1794,150078.11
1795,132118.44
1796,127194.85
1797,109629.57
1798,124989.52
1799,115758.28
1800,140908.22
1801,128846.94
1802,147605.0
1803,152925.34
1804,145916.22
1805,138622.4
1806,116274.92
1807,141262.48
1808,124216.5
1809,119761.97
1810,150574.02
1811,84811.43
1812,98148.6
1813,120621.73
1814,98601.78
1815,47333.56
1816,92217.35
1817,112361.734
1818,156769.84
1819,129710.09
1820,33254.62
1821,111882.336
1822,143681.55
1823,29910.094
1824,129224.875
1825,130637.62
1826,109087.19
1827,102231.55
1828,139961.8
1829,119580.22
1830,137473.77
1831,171060.6
1832,51830.785
1833,152030.48
1834,128079.805
1835,138306.27
1836,121507.086
1837,93548.64
1838,118585.36
1839,89732.805
1840,159138.61
1841,140402.89
1842,70746.93
1843,134537.45
1844,139183.84
1845,140424.86
1846,149441.14
1847,161142.44
1848,51668.664
1849,113368.01
1850,121349.85
1851,158446.77
1852,130152.8
1853,132574.5
1854,178122.8
1855,142317.78
1856,218331.7
1857,155371.64
1858,133963.8
1859,119743.18
1860,142767.89
1861,121225.37
1862,347299.03
1863,342371.06
1864,342371.06
1865,326072.97
1866,331431.7
1867,246066.5
1868,307906.56
1869,201230.05
1870,239370.95
1871,254704.75
1872,168653.02
1873,236448.72
1874,136348.08
1875,199626.72
1876,192497.25
1877,220923.3
1878,196115.3
1879,137394.16
1880,133875.7
1881,250129.64
1882,254010.14
1883,187375.39
1884,206189.92
1885,242059.75
1886,310356.12
1887,206526.64
1888,278240.78
1889,155100.17
1890,117950.95
1891,132173.12
1892,104528.484
1893,129372.016
1894,122309.47
1895,136479.44
1896,132115.72
1897,119897.15
1898,113445.27
1899,165782.97
1900,161156.03
1901,168478.83
1902,150149.03
1903,212512.83
1904,148360.55
1905,193802.52
1906,178659.89
1907,191667.14
1908,103902.86
1909,140193.39
1910,120220.1
1911,213967.83
1912,288540.22
1913,152282.02
1914,53018.38
1915,331439.56
1916,70452.9
1917,265926.4
1918,136163.75
1919,162659.0
1920,148161.0
1921,459250.06
1922,332991.88
1923,216591.95
1924,232763.6
1925,202872.77
1926,413198.72
1927,137072.58
1928,144994.83
1929,127076.195
1930,128346.62
1931,135972.64
1932,135338.95
1933,180767.78
1934,174927.1
1935,175262.97
1936,189663.38
1937,183329.1
1938,176023.5
1939,240058.56
1940,197786.27
1941,167937.34
1942,178180.89
1943,222817.83
1944,348128.44
1945,384661.06
1946,158391.06
1947,280032.53
1948,180555.67
1949,233067.03
1950,185090.08
1951,266781.44
1952,211222.78
1953,173362.52
1954,183535.06
1955,129488.33
1956,307368.03
1957,149599.3
1958,306110.16
1959,137478.7
1960,122787.82
1961,126872.27
1962,96665.625
1963,106350.71
1964,108399.984
1965,146710.83
1966,147160.42
1967,291649.38
1968,443975.34
1969,405045.7
1970,466472.72
1971,447183.94
1972,414547.88
1973,265003.1
1974,324474.0
1975,316987.72
1976,272696.2
1977,339867.84
1978,405468.94
1979,335584.94
1980,200507.5
1981,350226.94
1982,224582.58
1983,214427.64
1984,169249.34
1985,218223.98
1986,208863.2
1987,178843.98
1988,177426.19
1989,188077.8
1990,216123.56
1991,237536.86
1992,216978.27
1993,170881.17
1994,241473.84
1995,185412.56
1996,242513.98
1997,338375.2
1998,351176.78
1999,256388.56
2000,312486.8
2001,246826.55
2002,238246.38
2003,238437.95
2004,267460.38
2005,225201.06
2006,238628.36
2007,252484.64
2008,218980.1
2009,187569.92
2010,192574.84
2011,146997.7
2012,173183.36
2013,184124.98
2014,182408.42
2015,210895.7
2016,189303.28
2017,200885.95
2018,116929.66
2019,134340.62
2020,102986.59
2021,114597.85
2022,184431.95
2023,140322.31
2024,262369.03
2025,368699.25
2026,173004.14
2027,155146.64
2028,150324.39
2029,173960.52
2030,266475.3
2031,248212.67
2032,256962.42
2033,282276.9
2034,165098.84
2035,210951.44
2036,191938.7
2037,196146.47
2038,326106.75
2039,232552.39
2040,351592.34
2041,259611.23
2042,202449.8
2043,170410.12
2044,173569.27
2045,206836.44
2046,136742.6
2047,148501.52
2048,140402.7
2049,145473.73
2050,191203.14
2051,109395.195
2052,125405.77
2053,147137.95
2054,81921.03
2055,170287.86
2056,141032.42
2057,108160.57
2058,216510.61
2059,129025.44
2060,165784.44
2061,179323.66
2062,131326.73
2063,112852.77
2064,138341.0
2065,127045.72
2066,157907.16
2067,110255.25
2068,113631.484
2069,79546.266
2070,110261.76
2071,94338.36
2072,99622.266
2073,139298.12
2074,192940.06
2075,154061.44
2076,127843.5
2077,155172.16
2078,129903.78
2079,132530.5
2080,113824.49
2081,127606.0
2082,123541.94
2083,149821.34
2084,109189.78
2085,115922.75
2086,120856.016
2087,119316.086
2088,90273.01
2089,70164.32
2090,138440.17
2091,116713.766
2092,123204.484
2093,128746.88
2094,131999.17
2095,148216.47
2096,78448.56
2097,95419.34
2098,144148.03
2099,54968.44
2100,84997.97
2101,118935.07
2102,126716.2
2103,101347.86
2104,159385.97
2105,133372.75
2106,70014.85
2107,195799.38
2108,111561.78
2109,112223.34
2110,128487.71
2111,152621.72
2112,134721.67
2113,121356.69
2114,116317.53
2115,164405.25
2116,123158.03
2117,147156.73
2118,123644.734
2119,100395.3
2120,115364.27
2121,89621.31
2122,107822.99
2123,87215.49
2124,185674.61
2125,132172.02
2126,149845.81
2127,151042.52
2128,127908.49
2129,96366.5
2130,143134.67
2131,153575.02
2132,113067.38
2133,120175.5
2134,118622.09
2135,90533.54
2136,70426.35
2137,103048.66
2138,134641.2
2139,153211.06
2140,144560.44
2141,147784.95
2142,127216.34
2143,148958.8
2144,151054.86
2145,135112.6
2146,162961.4
2147,122288.32
2148,126100.01
2149,153005.3
2150,226125.39
2151,128626.37
2152,168445.45
2153,174298.8
2154,108979.36
2155,141645.38
2156,315113.1
2157,228673.78
2158,237422.53
2159,202164.17
2160,168609.27
2161,236550.39
2162,440274.12
2163,357508.88
2164,255383.38
2165,194275.22
2166,149380.55
2167,234795.48
2168,202237.08
2169,195632.86
2170,229909.75
2171,160666.56
2172,133476.47
2173,169508.17
2174,219393.78
2175,322246.22
2176,324056.6
2177,237314.16
2178,196835.1
2179,138993.66
2180,217536.14
2181,190278.23
2182,227768.14
2183,186622.36
2184,124091.24
2185,112389.3
2186,142871.75
2187,151492.39
2188,156458.81
2189,245153.03
2190,82173.55
2191,80944.42
2192,97577.48
2193,118190.17
2194,105690.53
2195,116346.555
2196,113007.625
2197,120315.66
2198,164453.89
2199,161997.6
2200,151344.25
2201,145188.8
2202,213286.77
2203,148828.58
2204,200327.75
2205,109026.83
2206,151085.5
2207,207476.42
2208,252022.61
2209,244228.7
2210,123101.164
2211,118376.11
2212,116314.445
2213,108038.15
2214,136592.47
2215,101444.336
2216,163528.11
2217,91768.234
2218,57040.047
2219,72655.02
2220,61563.984
2221,329919.06
2222,274510.88
2223,269546.0
2224,209239.64
2225,127519.234
2226,193655.64
2227,201434.34
2228,261376.6
2229,243692.81
2230,151271.84
2231,223147.45
2232,175217.23
2233,165780.7
2234,235351.25
2235,209672.56
2236,250262.42
2237,343400.78
2238,211983.56
2239,115892.07
2240,159066.47
2241,159545.17
2242,127501.48
2243,134581.36
2244,102687.41
2245,106508.805
2246,147960.95
2247,111082.52
2248,125832.2
2249,130442.586
2250,138511.97
2251,123562.586
2252,176038.48
2253,152143.39
2254,173148.73
2255,185360.58
2256,184896.66
2257,212919.8
2258,165596.97
2259,174573.33
2260,170591.19
2261,196824.6
2262,221143.7
2263,340379.0
2264,477686.8
2265,177837.06
2266,291379.06
2267,369290.3
2268,446303.78
2269,157750.19
2270,197584.81
2271,228681.66
2272,204211.94
2273,167475.45
2274,171865.08
2275,171245.33
2276,189209.31
2277,188877.81
2278,147558.44
2279,133607.89
2280,120955.68
2281,164813.16
2282,180392.5
2283,106364.555
2284,118359.22
2285,157667.61
2286,124398.68
2287,348399.28
2288,276995.06
2289,397721.7
2290,480076.34
2291,324080.25
2292,438774.38
2293,504692.94
2294,463648.22
2295,436477.56
2296,286699.94
2297,317962.66
2298,310415.62
2299,405197.03
2300,336309.34
2301,274728.47
2302,250243.03
2303,233587.34
2304,247076.48
2305,184191.92
2306,175793.92
2307,188169.22
2308,222510.94
2309,273083.78
2310,223436.03
2311,191357.28
2312,176433.92
2313,173599.66
2314,177125.23
2315,181649.25
2316,183785.78
2317,188547.36
2318,181133.22
2319,181383.94
2320,193091.28
2321,238756.02
2322,168854.73
2323,189206.25
2324,166306.61
2325,208263.81
2326,159751.23
2327,216425.92
2328,232287.19
2329,183191.5
2330,173715.94
2331,384623.12
2332,406993.9
2333,325691.72
2334,259857.36
2335,264516.1
2336,338259.16
2337,206303.44
2338,281425.44
2339,202809.75
2340,393396.25
2341,207117.73
2342,231065.16
2343,218405.11
2344,213921.61
2345,233905.45
2346,228309.08
2347,204587.38
2348,236250.22
2349,183218.34
2350,295017.4
2351,252888.61
2352,264338.22
2353,251125.73
2354,146456.28
2355,155960.9
2356,154280.78
2357,191622.84
2358,184841.84
2359,126730.08
2360,115981.266
2361,143116.58
2362,260938.31
2363,140583.73
2364,162458.77
2365,226056.34
2366,206030.83
2367,226147.64
2368,219481.6
2369,232725.62
2370,171793.19
2371,173719.45
2372,196179.97
2373,296348.8
2374,315011.4
2375,265689.6
2376,281435.84
2377,384723.25
2378,136380.05
2379,202674.02
2380,151118.53
2381,172994.33
2382,197841.53
2383,199616.89
2384,241672.5
2385,157847.94
2386,136295.42
2387,137925.16
2388,92003.125
2389,127645.17
2390,149629.53
2391,142574.83
2392,113130.32
2393,165862.75
2394,147232.8
2395,207692.58
2396,134808.3
2397,198450.56
2398,135301.4
2399,66377.03
2400,60667.266
2401,114952.31
2402,139972.47
2403,135935.83
2404,136445.98
2405,149332.86
2406,146189.02
2407,124891.73
2408,143939.56
2409,121200.23
2410,171885.55
2411,119433.63
2412,152779.23
2413,128215.94
2414,147728.3
2415,136816.33
2416,130797.64
2417,130176.836
2418,133633.72
2419,127486.35
2420,127594.914
2421,148128.9
2422,112763.375
2423,119091.87
2424,156310.7
2425,258228.3
2426,126935.04
2427,140657.89
2428,175152.23
2429,112605.414
2430,134001.12
2431,117307.36
2432,146014.34
2433,150861.77
2434,140880.45
2435,156848.27
2436,107671.086
2437,103547.805
2438,128503.734
2439,98586.305
2440,122708.195
2441,98592.98
2442,96443.625
2443,122544.76
2444,122488.805
2445,72270.0
2446,125057.39
2447,170863.2
2448,134843.28
2449,99623.51
2450,148139.27
2451,120213.33
2452,189871.64
2453,94231.83
2454,117315.05
2455,118556.195
2456,136503.97
2457,128911.41
2458,132144.11
2459,100351.5
2460,132738.83
2461,117485.93
2462,134154.94
2463,131029.555
2464,178530.67
2465,138381.14
2466,114789.78
2467,137372.75
2468,76401.44
2469,73681.14
2470,197216.9
2471,228644.94
2472,173764.14
2473,121351.73
2474,74729.44
2475,211671.25
2476,108176.88
2477,133139.8
2478,150928.6
2479,106926.71
2480,153220.08
2481,116259.97
2482,131851.0
2483,109639.42
2484,120312.83
2485,123314.3
2486,153869.1
2487,193987.08
2488,167060.52
2489,154133.62
2490,151811.6
2491,88563.95
2492,181710.17
2493,146068.38
2494,150909.03
2495,89247.164
2496,210650.94
2497,156351.39
2498,109555.914
2499,96513.305
2500,117282.5
2501,136937.64
2502,159214.56
2503,85570.88
2504,169668.28
2505,222719.56
2506,255899.44
2507,272576.9
2508,258493.95
2509,214654.48
2510,216679.86
2511,173554.73
2512,207516.73
2513,210897.2
2514,255893.75
2515,145700.36
2516,167454.56
2517,139443.5
2518,151887.64
2519,239405.73
2520,223707.27
2521,190187.66
2522,227644.11
2523,125467.445
2524,134453.55
2525,141519.83
2526,136226.31
2527,114204.695
2528,127377.56
2529,137070.53
2530,123430.06
2531,252295.48
2532,232150.78
2533,190871.31
2534,227232.31
2535,329957.9
2536,230586.1
2537,249258.08
2538,181275.08
2539,181276.52
2540,179946.44
2541,181855.86
2542,170024.22
2543,134484.2
2544,125173.87
2545,133451.23
2546,127989.42
2547,139654.48
2548,148754.4
2549,153512.53
2550,257366.73
2551,137470.55
2552,128489.67
2553,68699.5
2554,98615.1
2555,124259.055
2556,103315.766
2557,112342.1
2558,161384.83
2559,142307.98
2560,143105.14
2561,154377.97
2562,134393.98
2563,149328.94
2564,194686.92
2565,151409.56
2566,168055.73
2567,133470.83
2568,202270.95
2569,212818.22
2570,121338.74
2571,180073.84
2572,171179.73
2573,223587.22
2574,274696.34
2575,132537.33
2576,119612.34
2577,176536.78
2578,79305.95
2579,60285.383
2580,117098.984
2581,101920.695
2582,100727.56
2583,271605.4
2584,159191.58
2585,167163.5
2586,220431.55
2587,209966.8
2588,153478.84
2589,154158.08
2590,205855.4
2591,197000.61
2592,208363.58
2593,247241.36
2594,179112.84
2595,208708.33
2596,302478.34
2597,187023.42
2598,263239.4
2599,323152.84
2600,178529.81
2601,146908.1
2602,81399.59
2603,96637.67
2604,89338.2
2605,69874.34
2606,146290.48
2607,189040.55
2608,179182.67
2609,165346.6
2610,117826.59
2611,140372.03
2612,157735.36
2613,134018.9
2614,121675.055
2615,146550.56
2616,146933.39
2617,183880.33
2618,202316.0
2619,192042.8
2620,181982.19
2621,178384.22
2622,180853.36
2623,258069.92
2624,283623.03
2625,317523.38
2626,168332.23
2627,173658.61
2628,485753.28
2629,598525.7
2630,405145.56
2631,477354.03
2632,442479.7
2633,321624.12
2634,423925.25
2635,153309.75
2636,171543.14
2637,180323.89
2638,271085.2
2639,190854.77
2640,152555.95
2641,102789.17
2642,188345.8
2643,100713.16
2644,123418.016
2645,105729.64
2646,95624.91
2647,102869.16
2648,144976.3
2649,142440.88
2650,145911.08
2651,141550.33
2652,422070.2
2653,238570.81
2654,254573.1
2655,405545.47
2656,330724.7
2657,371561.12
2658,291414.8
2659,328264.56
2660,351192.88
2661,369515.97
2662,357021.66
2663,276933.84
2664,268639.16
2665,318647.72
2666,285333.47
2667,171747.17
2668,182310.44
2669,182722.36
2670,291406.06
2671,186494.88
2672,182444.17
2673,202871.72
2674,197354.22
2675,177954.3
2676,187237.22
2677,200998.06
2678,260093.47
2679,273515.94
2680,270688.06
2681,433333.2
2682,315368.03
2683,546381.6
2684,320046.6
2685,331004.16
2686,248364.98
2687,342112.66
2688,219035.6
2689,227145.02
2690,489005.22
2691,187341.61
2692,134581.7
2693,186821.64
2694,145212.92
2695,191101.4
2696,182444.64
2697,191720.5
2698,174234.42
2699,164288.83
2700,153266.9
2701,148708.31
2702,102084.04
2703,120275.766
2704,142755.28
2705,116284.664
2706,112565.34
2707,122178.34
2708,138645.66
2709,112112.516
2710,130348.586
2711,300952.28
2712,395351.38
2713,173500.55
2714,148076.89
2715,171038.73
2716,144336.7
2717,190314.1
2718,232282.94
2719,159883.8
2720,169710.12
2721,135229.22
2722,163888.27
2723,145810.45
2724,134860.5
2725,136616.02
2726,140108.75
2727,176779.47
2728,165470.75
2729,152548.02
2730,143844.0
2731,134142.28
2732,128135.11
2733,159168.48
2734,136695.3
2735,132552.25
2736,136873.28
2737,118472.805
2738,135297.88
2739,166289.61
2740,132779.38
2741,141978.86
2742,144691.12
2743,140537.66
2744,156653.28
2745,140897.7
2746,135338.58
2747,152188.73
2748,124989.36
2749,127224.02
2750,141871.06
2751,132642.9
2752,192834.02
2753,142433.73
2754,221326.52
2755,130363.125
2756,103046.22
2757,63955.6
2758,85240.01
2759,156296.39
2760,127687.91
2761,145771.3
2762,152504.34
2763,174730.75
2764,148997.9
2765,264495.2
2766,137631.55
2767,89001.56
2768,133964.97
2769,133731.38
2770,145323.92
2771,109870.52
2772,110527.02
2773,164851.53
2774,139443.94
2775,125859.51
2776,139980.33
2777,137697.86
2778,108093.59
2779,127689.98
2780,87125.055
2781,94709.61
2782,83111.85
2783,101949.945
2784,123186.21
2785,131342.23
2786,80655.11
2787,123587.07
2788,75084.4
2789,185549.8
2790,95571.64
2791,111832.18
2792,44227.027
2793,169499.08
2794,107496.16
2795,119167.52
2796,108787.695
2797,209812.17
2798,113944.12
2799,110601.64
2800,60249.36
2801,113312.98
2802,137859.62
2803,180110.58
2804,141685.0
2805,105320.305
2806,79891.23
2807,163926.6
2808,150140.55
2809,132569.53
2810,131745.2
2811,153371.14
2812,154658.02
2813,179526.39
2814,151210.44
2815,95379.06
2816,239283.47
2817,146200.3
2818,130725.08
2819,158479.77
2820,138185.16
2821,105175.11
2822,195097.75
2823,357133.78
2824,191190.31
2825,169681.52
2826,138172.75
2827,139989.97
2828,223268.73
2829,201549.11
2830,233914.0
2831,177809.38
2832,246477.75
2833,304110.8
2834,211256.14
2835,210504.14
2836,183891.56
2837,161404.8
2838,154392.22
2839,178769.28
2840,205340.75
2841,207766.27
2842,221944.64
2843,151466.34
2844,139925.61
2845,119954.266
2846,209950.44
2847,207974.25
2848,223550.67
2849,201655.1
2850,279566.38
2851,212261.02
2852,239846.77
2853,234948.38
2854,139502.31
2855,196027.77
2856,199020.25
2857,182500.27
2858,201394.53
2859,127829.164
2860,131245.0
2861,130431.734
2862,189926.42
2863,138700.28
2864,243452.27
2865,140258.88
2866,140666.12
2867,99641.555
2868,90730.84
2869,111967.05
2870,125406.086
2871,86681.89
2872,46350.65
2873,101550.195
2874,138309.73
2875,114970.39
2876,167686.81
2877,138770.86
2878,176313.22
2879,138788.83
2880,97068.65
2881,148510.05
2882,172663.8
2883,184742.3
2884,204229.3
2885,185455.81
2886,232057.56
2887,103832.88
2888,129894.01
2889,47807.973
2890,79261.15
2891,136304.84
2892,41868.04
2893,76081.266
2894,67933.586
2895,313851.94
2896,290581.12
2897,196848.22
2898,139668.44
2899,219899.25
2900,156687.78
2901,223534.62
2902,188606.06
2903,334258.7
2904,356394.97
2905,100935.58
2906,214998.48
2907,109350.26
2908,131320.25
2909,144356.42
2910,80953.875
2911,81399.59
2912,141412.89
2913,86645.05
2914,72698.914
2915,82034.555
2916,82488.13
2917,157204.78
2918,116392.125
2919,228395.62
